hours_studied,sleep_hours,attendance_percent,previous_scores
0.06943176876160165,0.06661696732532049,0.8453786980297713,0.5254296014391475
0.03173304562169065,0.037332994849047826,0.763459744663028,0.643994161146075
0.03876932055497014,0.05673559105605388,0.7110860745692086,0.6997389563579978
0.02013926827412301,0.09121903865338071,0.791354776889069,0.6041780482236904
0.022728038372076025,0.08794762674412028,0.9140624127900142,0.395270232557844
0.03786461467804824,0.07843384469024277,0.8789999835975484,0.4687999912520258
0.07942234987060517,0.05322987278561836,0.7384588700734992,0.6674857063593413
0.03019564842796841,0.041411174986928104,0.820458904428513,0.5694036560702614
0.0721514310673089,0.04097488677896555,0.7313126531637111,0.67697639026117
0.10444452640143219,0.05823013418840909,0.5823013418840909,0.8041304245066018
0.12477084344441196,0.04925164872805735,0.6665389794530429,0.7333023255066317
0.09678359372956419,0.08172836803829865,0.6817866491615966,0.7205000866534224
0.04905762552681473,0.048196965429853064,0.6179539496184733,0.7832006882351124
0.05911047233071503,0.06917182932317716,0.7822705061639308,0.6162581157883056
0.04368185179662255,0.04805003697628481,0.6761950658117172,0.7338551101832589
0.08500288184987113,0.08972526417486397,0.814610951061265,0.5666858789991409
0.05291024025255354,0.05291024025255354,0.7722860067632334,0.6308528645496768
0.021328398607559192,0.04585605700625226,0.8083463072264934,0.5865309617078778
0.13399516469355738,0.10744895282030545,0.766047828342413,0.6194116103758784
0.08447473224784746,0.08447473224784746,0.6522732490023664,0.7485102857404204
0.08731970305565318,0.04245820423806989,0.7025631154110811,0.7049664099905945
0.019250417698490663,0.06691811866618183,0.7049319623875867,0.7058486489446576
0.08051441609683004,0.052717772444352995,0.8875755869721976,0.4504973281608347
0.015131111710486629,0.054472002157751866,0.809010106120685,0.585069652805483
0.047703683516346705,0.05025923799043671,0.6951108169524806,0.7155552527452006
0.03487981337780177,0.06648964425143462,0.6670764308504589,0.7411960342782876
0.05338060715865605,0.08930986197698222,0.6539124376935366,0.7493816004965176
0.08070220968514752,0.08401873885029056,0.793755980190903,0.5969752497257488
0.012638096599543045,0.041863694985986334,0.6595506662886527,0.7503869855978683
0.07939086485855694,0.0804494097233377,0.7812061102082002,0.6139560215728403
0.10269365433230707,0.07072298836092845,0.6859161062950321,0.716917964206672
0.025655554107825083,0.035586736343112206,0.7481490617249638,0.6620788156858085
0.018299566261571868,0.08090334557747564,0.8186648064387415,0.5682496891751264
0.06133542427488838,0.054763771674007485,0.7155799498736978,0.6936744412040947
0.027328325458245255,0.07808092988070073,0.7066324154203415,0.7027283689263065
0.07426402281437805,0.04193733053047231,0.5766382947939943,0.8125357790279011
0.0856657600838788,0.09518417787097645,0.65994363323877,0.7403213834409279
0.052215183772343694,0.07652225208015886,0.6580913678893662,0.7472172850180219
0.047221453017575486,0.05185100723498485,0.8786893904642968,0.4722145301757549
0.05649595690829515,0.0485387798789578,0.677155765196608,0.7320602866990358
0.023341747604794415,0.04418259368050372,0.6777443143820665,0.7335977818649674
0.06278612882016027,0.05807716915864825,0.7181163483805831,0.690647417021763
0.01841734625849846,0.056172906088420294,0.7118304328909654,0.6998591578229414
0.08792567433649084,0.06973415550825136,0.8236715469452879,0.5558519641962065
0.08275632029491455,0.046895248167118236,0.6997506638269996,0.7080262958564911
0.01949742596808769,0.08232246519859246,0.7733978967341449,0.6282503923050476
0.03403775984451469,0.05059667003914345,0.557483309885835,0.8279455097314382
0.11213462530343594,0.09215023663549689,0.6395004373740506,0.754965794122143
0.07157879395966266,0.04771919597310844,0.8479334053683116,0.5230758020129195
0.0575545798833025,0.04067190311753376,0.7612552432564811,0.644611294692988
0.1033968230485462,0.06185345664511246,0.8299441421485986,0.5446796928450202
0.015782069290191016,0.10440445838126364,0.736901235318919,0.6677029315080815
0.042872003861891335,0.04836841461341587,0.8101709447747159,0.5826195396616002
0.05692342070828336,0.07762284642038639,0.6960181895694646,0.7115427588535419
0.05361207272449501,0.09869495206100216,0.6859908396338792,0.7188891569875466
0.07285345204354259,0.06026149736935004,0.7321322217709095,0.6745690004031721
0.06504960300963941,0.06504960300963941,0.7372288341092467,0.6693509874904925
0.14067978146350915,0.11254382517080734,0.7556513975754207,0.6297094979795173
0.054688394510688076,0.07630938768933221,0.796161278225366,0.5977568702331023
0.06842935748120273,0.046656380100820044,0.9061705824025938,0.414723378673956
0.08957961780478507,0.051344415083230475,0.7756283980658221,0.6226875871796036
0.06649673508661809,0.08577115105375377,0.650511538890829,0.7517022227182913
0.08543273894812778,0.05276727993854951,0.8157988993674163,0.5695515929875186
0.08952060970210678,0.07957387529076158,0.6393037480746413,0.7595688095936333
0.03644912866426782,0.10229271592875161,0.8101112790219526,0.5761313885642333
0.09874064662392006,0.04763803126592635,0.6677985837459857,0.7362241195643162
0.022382274752065463,0.055955686880163655,0.5778696390533264,0.8139009000751077
0.07443089435482439,0.08086319386696972,0.5513399581838844,0.8270099372758265
0.09736497511368873,0.07227090936273803,0.7207015683673043,0.6825585884258591
0.06008172863217753,0.08076560242358291,0.8529635573027171,0.5121721129300381
0.08851007528329763,0.08538619027329888,0.7257826173230406,0.6768417521663936
